#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        3189     1.09953     1.39742   0.0147505
        3190     1.10233     1.39733   0.0147461
        3191     1.10459     1.39724   0.0147418
        3192     1.10673     1.39715   0.0147374
        3193     1.10938     1.39706   0.0147331
        3194     1.11079     1.39697   0.0147288
        3195     1.11207     1.39688   0.0147244
        3196     1.11388     1.39679   0.0147201
        3197     1.11565      1.3967   0.0147157
        3198     1.11661     1.39662   0.0147114
        3199     1.11788     1.39653   0.0147071
        3200      1.1187     1.39644   0.0147027
        3201      1.1178     1.39636   0.0146984
        3202     1.11755     1.39627   0.0146941
        3203     1.11649     1.39618   0.0146897
        3204     1.11554     1.39609   0.0146854
        3205     1.11302       1.396   0.0146811
        3206     1.11061     1.39592   0.0146768
        3207     1.10663     1.39583   0.0146725
        3208     1.10231     1.39573   0.0146682
        3209     1.09696     1.39564   0.0146639
        3210     1.09205     1.39555   0.0146596
        3211     1.08619     1.39545   0.0146554
        3212     1.07968     1.39535   0.0146512
        3213     1.07376     1.39525   0.0146469
        3214     1.06683     1.39515   0.0146427
        3215     1.05966     1.39505   0.0146386
        3216     1.05231     1.39494   0.0146344
        3217     1.04485     1.39483   0.0146303
        3218     1.03731     1.39472   0.0146261
        3219     1.03096     1.39461    0.014622
        3220     1.02367     1.39449   0.0146179
        3221     1.01547     1.39437   0.0146139
        3222     1.00854     1.39425   0.0146098
        3223     1.00122     1.39413   0.0146058
        3224    0.994951     1.39401   0.0146018
        3225    0.987813     1.39388   0.0145978
        3226    0.981246     1.39375   0.0145939
        3227     0.97452     1.39362   0.0145899
        3228    0.968109     1.39349    0.014586
        3229    0.961531     1.39336   0.0145821
        3230    0.954549     1.39322   0.0145782
        3231    0.948138     1.39308   0.0145743
        3232    0.941354     1.39294   0.0145705
        3233     0.93543      1.3928   0.0145667
        3234    0.929211     1.39266   0.0145629
        3235    0.923716     1.39251   0.0145591
        3236    0.918535     1.39237   0.0145553
        3237    0.913507     1.39222   0.0145516
        3238    0.909441     1.39207   0.0145479
        3239    0.905464     1.39192   0.0145441
        3240    0.901671     1.39177   0.0145404
        3241    0.899115     1.39162   0.0145368
        3242    0.898606     1.39147   0.0145331
        3243     0.89758     1.39131   0.0145294
        3244    0.897559     1.39116   0.0145257
        3245    0.898361     1.39101    0.014522
        3246    0.900763     1.39086   0.0145183
        3247    0.904566     1.39071   0.0145146
        3248    0.909555     1.39056   0.0145109
        3249    0.916463     1.39041   0.0145072
        3250    0.923367     1.39027   0.0145034
        3251    0.931702     1.39013   0.0144997
        3252    0.940482     1.38999   0.0144959
        3253    0.951602     1.38986    0.014492
        3254     0.96358     1.38973   0.0144882
        3255    0.977095      1.3896   0.0144843
        3256    0.991616     1.38948   0.0144803
        3257     1.00613     1.38936   0.0144764
        3258     1.02252     1.38925   0.0144724
        3259     1.03879     1.38914   0.0144683
        3260     1.05658     1.38904   0.0144642
        3261      1.0751     1.38894   0.0144601
        3262     1.09384     1.38885    0.014456
        3263     1.11249     1.38877   0.0144518
        3264     1.13221     1.38869   0.0144476
        3265     1.15248     1.38861   0.0144433
        3266     1.17397     1.38855   0.0144391
        3267     1.19545     1.38849   0.0144348
        3268     1.21712     1.38844   0.0144304
        3269     1.23967     1.38839   0.0144261
        3270      1.2621     1.38835   0.0144217
        3271     1.28557     1.38832   0.0144174
        3272     1.30934      1.3883    0.014413
        3273     1.33266     1.38828   0.0144086
        3274     1.35548     1.38827   0.0144042
        3275     1.37898     1.38827   0.0143998
        3276     1.40337     1.38827   0.0143954
        3277     1.42691     1.38828    0.014391
        3278     1.45173      1.3883   0.0143866
        3279     1.47635     1.38833   0.0143823
        3280     1.50022     1.38836   0.0143779
        3281     1.52473     1.38841   0.0143736
        3282     1.54815     1.38845   0.0143693
        3283      1.5716     1.38851    0.014365
        3284      1.5955     1.38857   0.0143608
        3285     1.61858     1.38864   0.0143566
        3286     1.64269     1.38872   0.0143524
        3287     1.66558      1.3888   0.0143483
        3288     1.68742      1.3889   0.0143442
        3289     1.70838     1.38899   0.0143402
        3290     1.72958      1.3891   0.0143362
        3291     1.74832     1.38921   0.0143323
        3292     1.76692     1.38932   0.0143284
        3293     1.78486     1.38944   0.0143245
        3294     1.80231     1.38957   0.0143207
        3295     1.81778      1.3897    0.014317
        3296     1.83292     1.38983   0.0143133
        3297     1.84768     1.38997   0.0143096
        3298      1.8606     1.39011    0.014306
        3299     1.87261     1.39026   0.0143024
        3300     1.88322     1.39041   0.0142988
        3301     1.89287     1.39056   0.0142953
        3302     1.90108     1.39071   0.0142918
        3303     1.90759     1.39087   0.0142884
        3304     1.91287     1.39103   0.0142849
        3305     1.91641     1.39119   0.0142815
        3306     1.91965     1.39135    0.014278
        3307     1.92087     1.39151   0.0142746
        3308     1.92172     1.39167   0.0142712
        3309     1.92122     1.39183   0.0142678
        3310     1.91861     1.39199   0.0142644
        3311     1.91432     1.39214   0.0142609
        3312     1.90976      1.3923   0.0142575
        3313     1.90319     1.39246    0.014254
        3314     1.89482     1.39261   0.0142505
        3315      1.8846     1.39276    0.014247
        3316     1.87299      1.3929   0.0142434
        3317      1.8597     1.39304   0.0142398
        3318     1.84473     1.39318   0.0142362
        3319     1.82782     1.39331   0.0142325
        3320     1.80923     1.39343   0.0142288
        3321     1.78923     1.39355    0.014225
        3322     1.76762     1.39367   0.0142211
        3323     1.74373     1.39377   0.0142173
        3324     1.71957     1.39387   0.0142133
        3325     1.69332     1.39396   0.0142093
        3326     1.66702     1.39404   0.0142053
        3327     1.63863     1.39411   0.0142012
        3328     1.60975     1.39418   0.0141971
        3329     1.57933     1.39423   0.0141929
        3330     1.54826     1.39428   0.0141887
        3331     1.51767     1.39432   0.0141845
        3332     1.48606     1.39435   0.0141803
        3333     1.45481     1.39436   0.0141761
        3334     1.42312     1.39437   0.0141718
        3335     1.39166     1.39437   0.0141676
        3336     1.36058     1.39436   0.0141633
        3337     1.33003     1.39434   0.0141591
        3338     1.30016     1.39431   0.0141549
        3339     1.27134     1.39428   0.0141507
        3340     1.24394     1.39423   0.0141465
        3341     1.21613     1.39418   0.0141424
        3342     1.19042     1.39412   0.0141383
        3343     1.16569     1.39405   0.0141342
        3344     1.14177     1.39397   0.0141302
        3345     1.12016     1.39389   0.0141262
        3346     1.09825      1.3938   0.0141223
        3347     1.07897     1.39371   0.0141184
        3348     1.06114     1.39361   0.0141145
        3349     1.04574     1.39351   0.0141107
        3350     1.03061      1.3934   0.0141069
        3351     1.01742     1.39329   0.0141031
        3352     1.00543     1.39317   0.0140994
        3353    0.994862     1.39305   0.0140957
        3354    0.984729     1.39293    0.014092
        3355    0.976918     1.39281   0.0140883
        3356    0.970665     1.39268   0.0140847
        3357    0.964961     1.39255   0.0140811
        3358    0.961196     1.39242   0.0140775
        3359     0.95811     1.39229   0.0140739
        3360    0.956608     1.39216   0.0140703
        3361    0.955175     1.39203   0.0140667
        3362    0.955679     1.39191   0.0140631
        3363    0.957086     1.39178   0.0140595
        3364    0.958842     1.39165   0.0140559
        3365    0.961838     1.39152   0.0140523
        3366    0.966001     1.39139   0.0140487
        3367    0.969566     1.39127   0.0140451
        3368    0.973664     1.39114   0.0140415
        3369    0.978701     1.39102   0.0140379
        3370    0.984356      1.3909   0.0140342
        3371    0.990068     1.39078   0.0140305
        3372    0.996481     1.39066   0.0140269
        3373     1.00255     1.39055   0.0140232
        3374     1.00917     1.39044   0.0140195
        3375     1.01553     1.39033   0.0140158
        3376     1.02156     1.39022    0.014012
        3377     1.02792     1.39011   0.0140083
        3378      1.0338        1.39   0.0140046
        3379     1.03915      1.3899   0.0140008
        3380     1.04365      1.3898    0.013997
        3381     1.04775      1.3897   0.0139933
        3382     1.05233      1.3896   0.0139895
        3383     1.05497      1.3895   0.0139857
        3384     1.05849      1.3894   0.0139819
        3385     1.06024      1.3893   0.0139781
        3386     1.06187     1.38921   0.0139743
        3387     1.06338     1.38911   0.0139705
        3388     1.06428     1.38901   0.0139667
        3389     1.06482     1.38892   0.0139629
        3390     1.06502     1.38882   0.0139591
        3391     1.06419     1.38873   0.0139554
        3392     1.06261     1.38863   0.0139516
        3393     1.06081     1.38853   0.0139478
        3394     1.05812     1.38844    0.013944
        3395     1.05509     1.38834   0.0139403
        3396      1.0518     1.38824   0.0139365
        3397     1.04832     1.38814   0.0139328
        3398     1.04569     1.38804    0.013929
        3399     1.04328     1.38794   0.0139253
        3400     1.03972     1.38783   0.0139216
        3401     1.03656     1.38773   0.0139179
        3402     1.03435     1.38763   0.0139142
        3403     1.03196     1.38752   0.0139105
        3404     1.03019     1.38742   0.0139068
        3405     1.02816     1.38731   0.0139031
